name,latitude,longitude
Language Model Adaptation Based on PLSA of Topics and Speakers for Automatic Transcription of Panel Discussions,49.552586,25.590464
A fusion approach to spoken language identification based on combining multiple phone recognizers and speech attribute detectors,23.210783,77.445984
Wolof Speech Recognition Model of Digits and Limited-Vocabulary Based on HMM and ToolKit,33.769753,113.18903
Using the Gram-Charlier expansion in power systems reliability,49.11926,6.16794
Modelling text prediction systems in low- and high-inflected languages,53.753387,-1.815305
Robust optimal control of regular languages,34.06972,72.64389
The Comparation of Distance-Based Similarity Measure to Detection of Plagiarism in Indonesian Text,48.15524,-1.827429
3D visual pronunciation of Mandarine Chinese for language learning,42.381668,-71.12852
Large vocabulary hidden markov model based speech recognition,-7.122164,112.42211
The Teacher＊s World: Heideggerian Authenticity and Existential Thinking in Initial Teacher Education,39.982567,116.42218
Post-dialogue confidence scoring for unsupervised statistical language model training,35.00992,135.72653
Keyword and keyphrase extraction from single Hindi document using statistical approach,45.65806,13.829176
Joint n-gram Chinese language modeling with an application to Chinese word segmentation,45.046753,38.92589
Can You Seek The Answer To This Question?,48.198193,11.601917
Automated natural language headline generation using discriminative machine learning models,37.377533,-121.97872
A dynamic language model based on individual word domains,43.61541,7.0674
Behavior extraction from tweets using character N-gram models,55.923733,-3.187859
Evaluation of smoothing techniques for language modeling in automatic filipino speech recognition,8.958331,7.167685
Cooperative model based language understanding in dialogue,46.997566,6.94749
Significance of the Characteristic Chemical Pattern of Gram Positive and Gram Negative Bacterial Cell Walls,40.91634,29.173243
Language model adaptation using Random Forests,49.899857,2.300455
Improvement in Performance of Tamil Phoneme Recognition using Variable Length and Hybrid Language Models,8.523974,76.928375
Design and evaluation of acoustic and language models for large scale telephone services,35.050655,-106.54314
Statistical phrase alignment model using dependency relation probability,39.823574,116.14708
Incorporating Linguistic Model Adaptation into Whole-Book Recognition,39.974533,116.484566
An Empirical Study of Good-Turing Smoothing for Language Models on Different Size Corpora of Chinese,-7.281058,112.74466
Dictionary organizations for efficient similarity retrieval,56.32639,44.025276
Reflective thought in memos to demonstrate advanced nursing practice in New Zealand,48.79699,2.282396
DARPA February 1992 pilot corpus CSR "dry run" benchmark test results,37.870117,-122.27137
A study on Hakka and mixed Hakka-Mandarin speech recognition,23.13467,113.36269
English and Taiwanese text categorization using N-gram based on Vector Space Model,30.79315,106.086296
Hybrid grammar-bigram speech recognition system with first-order dependence model,9.052035,-79.62272
An extended clustering algorithm for statistical language models,28.629,77.245865
Predicting Phrase Breaks in Classical and Modern Standard Arabic Text,29.713617,118.290306
Unsupervised acoustic model training for the Korean language,56.8328,60.576466
Optimizing ranking method using social annotations based on language model,-22.515137,-44.10688
Using Built-In Domain-Specific Modeling Support to Guide Model-Based Test Generation,42.99923,141.39482
Happiness as a scientific category,32.05296,118.76268
Could n-gram analysis contribute to genomic island determination?,53.791485,-2.708945
Aging as a Social Form: The Phenomenology of the Passage,-34.078167,150.80573
Rank aggregation of dispersion measure orderings for estimating Gaussian mixture model language recognition performance,55.488102,37.295296
Temporal kernel neural network language model,48.764256,2.173554
On-line adaptation of semantic models for spoken language understanding,40.44329,-3.684507
Optical character recognition of handwritten Arabic using hidden Markov models,18.396816,-66.157
"A convenient, economical and scalable multi-gram synthesis of 1-vinylcyclopropyl 4-methylbenzenesulfonate",49.10316,6.221132
Automatic spoken language identification utilizing acoustic and phonetic speech information,13.134609,-59.62983
Discovering Hierarchical Patterns of Students' Learning Behavior in Intelligent Tutoring Systems,45.350967,-75.939835
Tag line generating system using knowledge extracted from statistical analyses,48.11667,-1.639856
Filled Pause Refinement Based on the Pronunciation Probability for Lecture Speech,50.747025,25.330803
Automatic learning of structural language models,30.165413,66.990524
Detecting Emotive Sentences with Pattern-based Language Modelling,35.877754,139.78992
The Perplexity of Our Time: Rabbi Nachman Krochmal and Modern Jewish Existence,41.584904,-72.71999
"Language models, probability of relevance and relevance likelihood",35.271854,115.465904
Pipelined language model construction for Polish speech recognition,-7.747087,110.35531
Unknown Word Recognition Based on Maximal Cliques,45.447075,-75.62348
Continuous Speech Recognition system for Tamil language using monophone-based Hidden Markov Model,35.654484,139.71797
Improving dialogue systems in a home automation environment,34.30327,48.814487
Automatic composition system using genetic algorithm and N-gram model - influence of N in N-gram model,13.090017,80.2787
The Life and Works of a Bottom坼Up Thinker,50.26655,-5.094309
Construction and evaluation of language models based on stochastic context-free grammar for speech recognition,37.50385,15.076638
Information retrieval and spelling correction,25.059336,102.702576
Spanish phone recognition using semicontinuous hidden Markov models,48.842205,2.345172
An alternative to head-driven approaches for parsing a (relatively) free word-order language,50.816406,4.274133
N坼best breadth search for large vocabulary continuous speech recognition using a long span language model,51.801994,19.436178
USING DATA-DRIVEN SUBWORD UNITS IN LANGUAGE MODEL OF HIGHLY INFLECTIVE SLOVENIAN LANGUAGE,35.75605,51.35651
A hybrid computational model for spoken language understanding,55.7108,37.577812
Using smoothed K-TSS language models in continuous speech recognition,-31.634815,-60.67054
Continuous Distributed Representations of Words as Input of LSTM Network Language Model,32.645077,117.01909
Efficient language model look-ahead probabilities generation using lower order LM look-ahead information,54.013012,12.227809
A second language acquisition model using example generalization and concept categories,9.927849,78.136826
Chunking and Extracting Text Content for Mobile Learning: A Query-Focused Summarizer Based on Relevance Language Model,6.296514,-75.569405
Language recognition by means of ergodic hidden Markov models,49.61902,6.100791
Development and evaluation of the ATOS spontaneous speech conversational system,37.088028,140.5055
A stochastic language model for speech recognition integrating local and global constraints,4.698809,-74.186226
q-gram matching using tree models,44.80361,20.508
Efficient combination of n-gram language models and recognition grammars in real-time LVCSR decoder,45.73658,4.92546
A flexible stand-off data model with query language for multi-level annotation,11.005666,76.9189
Improvement of non-negative matrix factorization based language model using exponential models,34.79099,113.680885
Indonesian automatic speech recognition system using English-based acoustic model,39.9267,116.45455
Acoustic Model Adaptation Based on Pronunciation Variability Analysis for Non-Native Speech Recognition,55.7108,37.577812
AN N-GRAM BASED APPROACH TO THE AUTOMATIC CLASSIFICATION OF WEB PAGES BY GENRE,37.586353,127.0028
Two-part segmentation of text documents,-23.544954,-46.637966
JHU/APL at TREC 2004: Robust and Terabyte Tracks.,52.100246,5.109056
Speech recognition of a named entity,13.038357,77.58413
Acoustic data sharing for Afghan and Persian languages,23.362362,116.706955
Impact of Word Segmentation Errors on Automatic Chinese Text Classification,31.218294,121.44154
N-Gram Based Approach to Automatic Tamil Lyric Generation by Identifying Emotion,42.299168,9.153333
A heuristic approach for recognizing a document's language used for the Internet search engine GETESS,32.98609,-117.23628
Multilevel discriminative training for spelled word recognition,45.19304,5.773567
Pervasive Informatics and Persistent Actimetric Information in Health Smart Homes: From Language Model to Location Model,34.674297,135.52142
A new language model adaptation framework using modification of structures of background corpus and language model,56.7779,60.553467
Modeling the vagus nerve system with the Unified Modeling Language,26.253231,117.63946
Towards language portability in statistical speech translation,-15.758067,-47.91696
Improving Robustness by Modeling Spontaneous Speech Events,36.101204,140.07835
Evaluation of neural network language models in handwritten Chinese text recognition,44.303238,-78.318054
The Vocabulary Problem in Spoken Dialogue Systems,48.738255,21.249428
Topic dependent class based language model evaluation on automatic speech recognition,24.862778,120.98917
On Compressing N-Gram Language Models,35.324387,139.45181
Domain knowledge based information retrieval language: an application of annotated Bayesian networks in ovarian cancer domain,21.24664,81.59899
HMM-Based Uyghur Continuous Speech Recognition System,34.74692,-92.315544
Handling Out-of-Vocabulary Words and Recognition Errors Based on Word Linguistic Context for Handwritten Sentence Recognition,53.46561,-2.23702
Pervasive unsupervised adaptation for lecture speech transcription,27.341717,103.714714
Unsupervised Adaptation of a Stochastic Language Model Using a Japanese Raw Corpus,-16.686726,-49.27403
Recasting the discriminative n-gram model as a pseudo-conventional n-gram model for LVCSR,35.81545,51.497986
Techniques to incorporate the benefits of a hierarchy in a modified hidden Markov model,23.591349,58.172176
Named Entity Recognition of Spoken Documents Using Subword Units,37.758602,127.07771
Statistical Language Modelling,34.735832,-86.681786
An augmented chart parsing algorithm integrating unification grammar and Markov language model for continuous speech recognition,41.50228,-81.69042
Several knowledge models and a blackboard memory for human-machine robust dialogues,43.342663,5.436983
Generating compound words with high order n-gram information in large vocabulary speech recognition systems,25.147776,121.70718
On latent semantic language modeling and smoothing,-8.652275,115.225
